,Titulo1,Titulo2,Comuna,Capacidad,Camas,N_Habitaciones,Habitaciones,Baños,Tipo_Baños,Precio,lat,lon,Ubicacion,Ubides,Descripcion,Servicios,Nota,Nnota,Anfitrion,Registro,Link
0,Casa con piscina frente Bahía la Herradura 👍🏼 vista,Casa de huéspedes entero,Coquimbo,10,8,4, Habitación,3,privado,150.0,-29.97578,-71.36833,"https://maps.google.com/maps?ll=-29.97578,-71.36833&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Barrio residencial muy seguro. Cerca de playa del club de Yates y Playa bahía la Herradura, cercano a varios minimarket y supermercado Santa Isabel, club de yates, y mirador la herradura.","Maravillosa casa con piscina (desde octubre) frente al mar, primer piso totalmente independiente, y con vista a la Herradura de Coquimbo. A distancia caminable de la playa (6 cuadras) y en barrio residencial muy seguro y tranquilo. 
Tres terrazas, dos techadas
Estacionamiento para dos vehículos, amplio jardín, y lavadero.
Piscina en patio superior con gran terraza descubierta y una vista incomparable a la bahía.


Alojamiento completamente equipado para 10 personas.",['Vista a la bahía'],4.60,35,Viviana Sarella,08-2017,https://www.airbnb.cl/rooms/31208702?adults=1&children=0&infants=0&pets=0&check_in=2023-02-26&check_out=2023-03-04&previous_page_section_name=1000
1,CABAÑAS FRANCISCA,Habitación privada en casa de huéspedes,Salamanca,10,5,5, Habitación,5,privado,20.0,-31.83588,-70.85735,"https://maps.google.com/maps?ll=-31.83588,-70.85735&z=14&t=m&hl=es&gl=CL&mapclient=apiv3","Son parcelas, lo que permite un distanciamiento y bajo ruido. Muy cercano a las montañas.","Cabañas Francisca cuenta con:
Habitaciones single de 12 o 15 m2
Baños privados
Entradas independientes
Camas de 2 plazas
TV satelital
Internet satelital
Refrigerador de 90 Litros
Cámaras de vigilancias IP las 24 hrs.",['Vista a las montañas'],,,Katty Cortés,04-2018,https://www.airbnb.cl/rooms/51349822?adults=1&children=0&infants=0&pets=0&check_in=2023-02-13&check_out=2023-02-18&previous_page_section_name=1000
